"year","age_group","sex","road_user","Sum(hospitalisations)"
2015,"26-39","Male","Heavy transport passenger",9
2015,"26-39","Male","Heavy transport unknown position",3
2015,"26-39","Male","Motorcyclist",2085
2015,"26-39","Male","Other or unknown",69
2015,"26-39","Male","Pedal cyclist",1181
2015,"26-39","Male","Pedestrian",306
2015,"26-39","Male","Pick-up truck or van occupant",51
2015,"40-64","Female","Bus occupant",39
2015,"40-64","Female","Car driver",1936
2015,"40-64","Female","Car passenger",664
2015,"40-64","Female","Car unknown position",88
2015,"40-64","Female","Heavy transport driver",4
2015,"40-64","Female","Heavy transport passenger",1
2015,"40-64","Female","Heavy transport unknown position",1
2015,"40-64","Female","Motorcyclist",327
2015,"40-64","Female","Other or unknown",56
2015,"40-64","Female","Pedal cyclist",564
2015,"40-64","Female","Pedestrian",299
2015,"40-64","Female","Pick-up truck or van occupant",12
2015,"40-64","Male","Bus occupant",30
2015,"40-64","Male","Car driver",1917
2015,"40-64","Male","Car passenger",323
2015,"40-64","Male","Car unknown position",128
2015,"40-64","Male","Heavy transport driver",269
2015,"40-64","Male","Heavy transport passenger",8
2015,"40-64","Male","Heavy transport unknown position",15
2015,"40-64","Male","Motorcyclist",2770
2015,"40-64","Male","Other or unknown",126
2015,"40-64","Male","Pedal cyclist",2166
2015,"40-64","Male","Pedestrian",365
2015,"40-64","Male","Pick-up truck or van occupant",90
2015,"40-64","intersex or indeterminate or missing","Car passenger",1
2015,"65-74","Female","Bus occupant",30
2015,"65-74","Female","Car driver",509
2015,"65-74","Female","Car passenger",301
2015,"65-74","Female","Car unknown position",41
2015,"65-74","Female","Heavy transport passenger",0
2015,"65-74","Female","Motorcyclist",20
2015,"65-74","Female","Other or unknown",16
2015,"65-74","Female","Pedal cyclist",96
2015,"65-74","Female","Pedestrian",136
2015,"65-74","Female","Pick-up truck or van occupant",3
2015,"65-74","Male","Bus occupant",14
2015,"65-74","Male","Car driver",513
2015,"65-74","Male","Car passenger",77
2015,"65-74","Male","Car unknown position",25
2015,"65-74","Male","Heavy transport driver",22
2015,"65-74","Male","Heavy transport passenger",3
2015,"65-74","Male","Heavy transport unknown position",1
2015,"65-74","Male","Motorcyclist",206
2015,"65-74","Male","Other or unknown",17
2015,"65-74","Male","Pedal cyclist",304
2015,"65-74","Male","Pedestrian",119
2015,"65-74","Male","Pick-up truck or van occupant",12
2015,"75+","Female","Bus occupant",52
2015,"75+","Female","Car driver",550
2015,"75+","Female","Car passenger",310
2015,"75+","Female","Car unknown position",49
2015,"75+","Female","Motorcyclist",28
2015,"75+","Female","Other or unknown",27
2015,"75+","Female","Pedal cyclist",16
2015,"75+","Female","Pedestrian",201
2015,"75+","Female","Pick-up truck or van occupant",2
2015,"75+","Male","Bus occupant",21
2015,"75+","Male","Car driver",572
2015,"75+","Male","Car passenger",113
2015,"75+","Male","Car unknown position",34
2015,"75+","Male","Heavy transport driver",3
2015,"75+","Male","Heavy transport passenger",1
2015,"75+","Male","Motorcyclist",58
2015,"75+","Male","Other or unknown",14
2015,"75+","Male","Pedal cyclist",128
2015,"75+","Male","Pedestrian",178
2015,"75+","Male","Pick-up truck or van occupant",13
2015,"8-16","Female","Bus occupant",5
2015,"8-16","Female","Car driver",19
2015,"8-16","Female","Car passenger",346
2015,"8-16","Female","Car unknown position",21
2015,"8-16","Female","Heavy transport passenger",2
2015,"8-16","Female","Motorcyclist",57
2015,"8-16","Female","Other or unknown",4
2015,"8-16","Female","Pedal cyclist",156
2015,"8-16","Female","Pedestrian",107
2015,"8-16","Female","Pick-up truck or van occupant",1
2015,"8-16","Male","Bus occupant",7
2015,"8-16","Male","Car driver",40
2015,"8-16","Male","Car passenger",280
2015,"8-16","Male","Car unknown position",14
2015,"8-16","Male","Heavy transport driver",1
2015,"8-16","Male","Heavy transport passenger",5
2015,"8-16","Male","Motorcyclist",409
2015,"8-16","Male","Other or unknown",23
2015,"8-16","Male","Pedal cyclist",779
2015,"8-16","Male","Pedestrian",162
2015,"8-16","Male","Pick-up truck or van occupant",1
2016,"0-7","Female","Bus occupant",1
2016,"0-7","Female","Car driver",4
2016,"0-7","Female","Car passenger",158
2016,"0-7","Female","Car unknown position",16
2016,"0-7","Female","Heavy transport passenger",1
2016,"0-7","Female","Motorcyclist",10
2016,"0-7","Female","Other or unknown",6
2016,"0-7","Female","Pedal cyclist",59
2016,"0-7","Female","Pedestrian",55
2016,"0-7","Female","Pick-up truck or van occupant",2
2016,"0-7","Male","Bus occupant",3
2016,"0-7","Male","Car passenger",156
2016,"0-7","Male","Car unknown position",9
2016,"0-7","Male","Heavy transport passenger",1
2016,"0-7","Male","Motorcyclist",17
2016,"0-7","Male","Other or unknown",15
2016,"0-7","Male","Pedal cyclist",143
2016,"0-7","Male","Pedestrian",75
2016,"0-7","Male","Pick-up truck or van occupant",5
2016,"17-25","Female","Bus occupant",13
2016,"17-25","Female","Car driver",1498
2016,"17-25","Female","Car passenger",761
2016,"17-25","Female","Car unknown position",95
2016,"17-25","Female","Heavy transport driver",3
2016,"17-25","Female","Heavy transport passenger",2
2016,"17-25","Female","Heavy transport unknown position",1
2016,"17-25","Female","Motorcyclist",214
2016,"17-25","Female","Other or unknown",36
2016,"17-25","Female","Pedal cyclist",153
2016,"17-25","Female","Pedestrian",192
2016,"17-25","Female","Pick-up truck or van occupant",18
2016,"17-25","Male","Bus occupant",8
2016,"17-25","Male","Car driver",1706
2016,"17-25","Male","Car passenger",705
2016,"17-25","Male","Car unknown position",95
2016,"17-25","Male","Heavy transport driver",30
2016,"17-25","Male","Heavy transport passenger",3
2016,"17-25","Male","Heavy transport unknown position",6
2016,"17-25","Male","Motorcyclist",1985
2016,"17-25","Male","Other or unknown",80
2016,"17-25","Male","Pedal cyclist",560
2016,"17-25","Male","Pedestrian",262
2016,"17-25","Male","Pick-up truck or van occupant",48
2016,"26-39","Female","Bus occupant",21
2016,"26-39","Female","Car driver",1688
2016,"26-39","Female","Car passenger",523
2016,"26-39","Female","Car unknown position",97
2016,"26-39","Female","Heavy transport driver",2
2016,"26-39","Female","Heavy transport passenger",2
2016,"26-39","Female","Motorcyclist",239
2016,"26-39","Female","Other or unknown",54
2016,"26-39","Female","Pedal cyclist",351
2016,"26-39","Female","Pedestrian",209
2016,"26-39","Female","Pick-up truck or van occupant",16
2016,"26-39","Male","Bus occupant",11
2016,"26-39","Male","Car driver",1808
2016,"26-39","Male","Car passenger",409
2016,"26-39","Male","Car unknown position",100
2016,"26-39","Male","Heavy transport driver",78
2016,"26-39","Male","Heavy transport passenger",7
2016,"26-39","Male","Heavy transport unknown position",10
2016,"26-39","Male","Motorcyclist",2185
2016,"26-39","Male","Other or unknown",85
2016,"26-39","Male","Pedal cyclist",1189
2016,"26-39","Male","Pedestrian",310
2016,"26-39","Male","Pick-up truck or van occupant",57
2016,"40-64","Female","Bus occupant",60
2016,"40-64","Female","Car driver",2071
2016,"40-64","Female","Car passenger",665
2016,"40-64","Female","Car unknown position",102
2016,"40-64","Female","Heavy transport driver",4
2016,"40-64","Female","Heavy transport passenger",4
2016,"40-64","Female","Heavy transport unknown position",2
2016,"40-64","Female","Motorcyclist",354
2016,"40-64","Female","Other or unknown",88
2016,"40-64","Female","Pedal cyclist",659
2016,"40-64","Female","Pedestrian",332
2016,"40-64","Female","Pick-up truck or van occupant",19
2016,"40-64","Male","Bus occupant",40
2016,"40-64","Male","Car driver",2085
2016,"40-64","Male","Car passenger",325
2016,"40-64","Male","Car unknown position",137
2016,"40-64","Male","Heavy transport driver",252
2016,"40-64","Male","Heavy transport passenger",12
2016,"40-64","Male","Heavy transport unknown position",17
2016,"40-64","Male","Motorcyclist",2747
2016,"40-64","Male","Other or unknown",134
2016,"40-64","Male","Pedal cyclist",2167
2016,"40-64","Male","Pedestrian",387
2016,"40-64","Male","Pick-up truck or van occupant",86
2016,"65-74","Female","Bus occupant",25
2016,"65-74","Female","Car driver",582
2016,"65-74","Female","Car passenger",262
2016,"65-74","Female","Car unknown position",37
2016,"65-74","Female","Heavy transport passenger",2
2016,"65-74","Female","Motorcyclist",26
2016,"65-74","Female","Other or unknown",22
2016,"65-74","Female","Pedal cyclist",86
2016,"65-74","Female","Pedestrian",136
2016,"65-74","Female","Pick-up truck or van occupant",5
2016,"65-74","Male","Bus occupant",16
2016,"65-74","Male","Car driver",538
2016,"65-74","Male","Car passenger",88
2016,"65-74","Male","Car unknown position",28
2016,"65-74","Male","Heavy transport driver",28
2016,"65-74","Male","Heavy transport passenger",4
2016,"65-74","Male","Heavy transport unknown position",2
2016,"65-74","Male","Motorcyclist",237
2016,"65-74","Male","Other or unknown",23
2016,"65-74","Male","Pedal cyclist",394
2016,"65-74","Male","Pedestrian",116
2016,"65-74","Male","Pick-up truck or van occupant",20
2016,"75+","Female","Bus occupant",47
2016,"75+","Female","Car driver",525
2016,"75+","Female","Car passenger",340
2016,"75+","Female","Car unknown position",32
2016,"75+","Female","Heavy transport passenger",2
2016,"75+","Female","Motorcyclist",7
2016,"75+","Female","Other or unknown",28
2016,"75+","Female","Pedal cyclist",28
2016,"75+","Female","Pedestrian",185
2016,"75+","Female","Pick-up truck or van occupant",2
2016,"75+","Male","Bus occupant",25
2016,"75+","Male","Car driver",639
2016,"75+","Male","Car passenger",106
2016,"75+","Male","Car unknown position",32
2016,"75+","Male","Heavy transport driver",5
2016,"75+","Male","Heavy transport passenger",2
2016,"75+","Male","Motorcyclist",77
2016,"75+","Male","Other or unknown",18
2016,"75+","Male","Pedal cyclist",122
2016,"75+","Male","Pedestrian",170
2016,"75+","Male","Pick-up truck or van occupant",8
2016,"8-16","Female","Bus occupant",8
2016,"8-16","Female","Car driver",22
2016,"8-16","Female","Car passenger",307
2016,"8-16","Female","Car unknown position",14
2016,"8-16","Female","Motorcyclist",54
2016,"8-16","Female","Other or unknown",10
2016,"8-16","Female","Pedal cyclist",183
2016,"8-16","Female","Pedestrian",113
2016,"8-16","Female","Pick-up truck or van occupant",2
2016,"8-16","Male","Bus occupant",5
2016,"8-16","Male","Car driver",28
2016,"8-16","Male","Car passenger",298
2016,"8-16","Male","Car unknown position",14
2016,"8-16","Male","Heavy transport driver",1
2016,"8-16","Male","Heavy transport unknown position",1
2016,"8-16","Male","Motorcyclist",374
2016,"8-16","Male","Other or unknown",21
2016,"8-16","Male","Pedal cyclist",810
2016,"8-16","Male","Pedestrian",201
2016,"8-16","Male","Pick-up truck or van occupant",10
2017,"0-7","Female","Bus occupant",2
2017,"0-7","Female","Car driver",2
2017,"0-7","Female","Car passenger",179
2017,"0-7","Female","Car unknown position",8
2017,"0-7","Female","Heavy transport passenger",1
2017,"0-7","Female","Motorcyclist",11
2017,"0-7","Female","Other or unknown",7
2017,"0-7","Female","Pedal cyclist",58
2017,"0-7","Female","Pedestrian",52
2017,"0-7","Female","Pick-up truck or van occupant",2
2017,"0-7","Male","Bus occupant",1
2017,"0-7","Male","Car driver",1
2017,"0-7","Male","Car passenger",165
2017,"0-7","Male","Car unknown position",7
2017,"0-7","Male","Motorcyclist",24
2017,"0-7","Male","Other or unknown",4
2017,"0-7","Male","Pedal cyclist",132
2017,"0-7","Male","Pedestrian",82
2017,"0-7","Male","Pick-up truck or van occupant",2
2017,"17-25","Female","Bus occupant",16
2017,"17-25","Female","Car driver",1561
2017,"17-25","Female","Car passenger",777
2017,"17-25","Female","Car unknown position",62
2017,"17-25","Female","Heavy transport driver",2
2017,"17-25","Female","Heavy transport passenger",3
2017,"17-25","Female","Motorcyclist",190
2017,"17-25","Female","Other or unknown",40
2017,"17-25","Female","Pedal cyclist",181
2017,"17-25","Female","Pedestrian",177
2017,"17-25","Female","Pick-up truck or van occupant",15
2017,"17-25","Male","Bus occupant",7
2017,"17-25","Male","Car driver",1678
2017,"17-25","Male","Car passenger",625
2017,"17-25","Male","Car unknown position",118
2017,"17-25","Male","Heavy transport driver",39
2017,"17-25","Male","Heavy transport passenger",12
2017,"17-25","Male","Heavy transport unknown position",6
2017,"17-25","Male","Motorcyclist",1973
2017,"17-25","Male","Other or unknown",78
2017,"17-25","Male","Pedal cyclist",607
2017,"17-25","Male","Pedestrian",243
2017,"17-25","Male","Pick-up truck or van occupant",58
2017,"26-39","Female","Bus occupant",17
2017,"26-39","Female","Car driver",1599
2017,"26-39","Female","Car passenger",572
2017,"26-39","Female","Car unknown position",99
2017,"26-39","Female","Heavy transport passenger",2
2017,"26-39","Female","Motorcyclist",227
2017,"26-39","Female","Other or unknown",49
2017,"26-39","Female","Pedal cyclist",351
2017,"26-39","Female","Pedestrian",215
2017,"26-39","Female","Pick-up truck or van occupant",14
2017,"26-39","Male","Bus occupant",12
2017,"26-39","Male","Car driver",1861
2017,"26-39","Male","Car passenger",362
2017,"26-39","Male","Car unknown position",103
2017,"26-39","Male","Heavy transport driver",108
2017,"26-39","Male","Heavy transport passenger",5
2017,"26-39","Male","Heavy transport unknown position",4
2017,"26-39","Male","Motorcyclist",2251
2017,"26-39","Male","Other or unknown",94
2017,"26-39","Male","Pedal cyclist",1219
2017,"26-39","Male","Pedestrian",298
2017,"26-39","Male","Pick-up truck or van occupant",46
2017,"40-64","Female","Bus occupant",47
2017,"40-64","Female","Car driver",2120
2017,"40-64","Female","Car passenger",656
2017,"40-64","Female","Car unknown position",129
2017,"40-64","Female","Heavy transport driver",9
2017,"40-64","Female","Heavy transport passenger",6
2017,"40-64","Female","Motorcyclist",344
2017,"40-64","Female","Other or unknown",64
2017,"40-64","Female","Pedal cyclist",629
2017,"40-64","Female","Pedestrian",342
2017,"40-64","Female","Pick-up truck or van occupant",19
2017,"40-64","Male","Bus occupant",27
2017,"40-64","Male","Car driver",2101
2017,"40-64","Male","Car passenger",310
2017,"40-64","Male","Car unknown position",114
2017,"40-64","Male","Heavy transport driver",254
2017,"40-64","Male","Heavy transport passenger",9
2017,"40-64","Male","Heavy transport unknown position",18
2017,"40-64","Male","Motorcyclist",2858
2017,"40-64","Male","Other or unknown",132
2017,"40-64","Male","Pedal cyclist",2268
2017,"40-64","Male","Pedestrian",404
2017,"40-64","Male","Pick-up truck or van occupant",77
2017,"65-74","Female","Bus occupant",25
2017,"65-74","Female","Car driver",551
2017,"65-74","Female","Car passenger",303
2017,"65-74","Female","Car unknown position",41
2017,"65-74","Female","Heavy transport driver",1
2017,"65-74","Female","Heavy transport passenger",2
2017,"65-74","Female","Motorcyclist",34
2017,"65-74","Female","Other or unknown",21
2017,"65-74","Female","Pedal cyclist",124
2017,"65-74","Female","Pedestrian",154
2017,"65-74","Female","Pick-up truck or van occupant",2
2017,"65-74","Male","Bus occupant",13
2017,"65-74","Male","Car driver",545
2017,"65-74","Male","Car passenger",78
2017,"65-74","Male","Car unknown position",20
2017,"65-74","Male","Heavy transport driver",34
2017,"65-74","Male","Heavy transport passenger",1
2017,"65-74","Male","Heavy transport unknown position",2
2017,"65-74","Male","Motorcyclist",302
2017,"65-74","Male","Other or unknown",25
2017,"65-74","Male","Pedal cyclist",362
2017,"65-74","Male","Pedestrian",121
2017,"65-74","Male","Pick-up truck or van occupant",16
2017,"75+","Female","Bus occupant",64
2017,"75+","Female","Car driver",549
2017,"75+","Female","Car passenger",349
2017,"75+","Female","Car unknown position",36
2017,"75+","Female","Heavy transport passenger",6
2017,"75+","Female","Heavy transport unknown position",1
2017,"75+","Female","Motorcyclist",9
2017,"75+","Female","Other or unknown",28
2017,"75+","Female","Pedal cyclist",20
2017,"75+","Female","Pedestrian",167
2017,"75+","Female","Pick-up truck or van occupant",4
2017,"75+","Male","Bus occupant",25
2017,"75+","Male","Car driver",637
2017,"75+","Male","Car passenger",103
2017,"75+","Male","Car unknown position",18
2017,"75+","Male","Heavy transport driver",0
2017,"75+","Male","Heavy transport passenger",0
2017,"75+","Male","Motorcyclist",74
2017,"75+","Male","Other or unknown",22
2017,"75+","Male","Pedal cyclist",134
2017,"75+","Male","Pedestrian",159
2017,"75+","Male","Pick-up truck or van occupant",6
2017,"8-16","Female","Bus occupant",5
2017,"8-16","Female","Car driver",28
2017,"8-16","Female","Car passenger",349
2017,"8-16","Female","Car unknown position",11
2017,"8-16","Female","Heavy transport passenger",1
2017,"8-16","Female","Motorcyclist",56
2017,"8-16","Female","Other or unknown",13
2017,"8-16","Female","Pedal cyclist",146
2017,"8-16","Female","Pedestrian",121
2017,"8-16","Female","Pick-up truck or van occupant",6
2017,"8-16","Male","Bus occupant",4
2017,"8-16","Male","Car driver",34
2017,"8-16","Male","Car passenger",274
2017,"8-16","Male","Car unknown position",11
2017,"8-16","Male","Heavy transport passenger",1
2017,"8-16","Male","Heavy transport unknown position",1
2017,"8-16","Male","Motorcyclist",386
2017,"8-16","Male","Other or unknown",23
2017,"8-16","Male","Pedal cyclist",845
2017,"8-16","Male","Pedestrian",179
2017,"8-16","Male","Pick-up truck or van occupant",4
2018,"0-7","Female","Bus occupant",2
2018,"0-7","Female","Car passenger",166
2018,"0-7","Female","Car unknown position",6
2018,"0-7","Female","Heavy transport passenger",1
2018,"0-7","Female","Motorcyclist",7
2018,"0-7","Female","Other or unknown",2
2018,"0-7","Female","Pedal cyclist",63
2018,"0-7","Female","Pedestrian",46
2018,"0-7","Female","Pick-up truck or van occupant",0
2018,"0-7","Male","Car driver",3
2018,"0-7","Male","Car passenger",182
2018,"0-7","Male","Car unknown position",5
2018,"0-7","Male","Heavy transport passenger",3
2018,"0-7","Male","Motorcyclist",27
2018,"0-7","Male","Other or unknown",5
2018,"0-7","Male","Pedal cyclist",121
2018,"0-7","Male","Pedestrian",84
2018,"0-7","Male","Pick-up truck or van occupant",1
2018,"17-25","Female","Bus occupant",13
2018,"17-25","Female","Car driver",1605
2018,"17-25","Female","Car passenger",734
2018,"17-25","Female","Car unknown position",83
2018,"17-25","Female","Heavy transport driver",5
2018,"17-25","Female","Heavy transport passenger",2
2018,"17-25","Female","Motorcyclist",184
2018,"17-25","Female","Other or unknown",41
2018,"17-25","Female","Pedal cyclist",153
2018,"17-25","Female","Pedestrian",176
2018,"17-25","Female","Pick-up truck or van occupant",15
2018,"17-25","Male","Bus occupant",12
2018,"17-25","Male","Car driver",1723
2018,"17-25","Male","Car passenger",653
2018,"17-25","Male","Car unknown position",100
2018,"17-25","Male","Heavy transport driver",43
2018,"17-25","Male","Heavy transport passenger",7
2018,"17-25","Male","Heavy transport unknown position",7
2018,"17-25","Male","Motorcyclist",1808
2018,"17-25","Male","Other or unknown",74
2018,"17-25","Male","Pedal cyclist",558
2018,"17-25","Male","Pedestrian",250
2018,"17-25","Male","Pick-up truck or van occupant",62
2018,"17-25","intersex or indeterminate or missing","Pedal cyclist",1
2018,"26-39","Female","Bus occupant",20
2018,"26-39","Female","Car driver",1719
2018,"26-39","Female","Car passenger",546
2018,"26-39","Female","Car unknown position",105
2018,"26-39","Female","Heavy transport driver",6
2018,"26-39","Female","Heavy transport passenger",7
2018,"26-39","Female","Heavy transport unknown position",2
2018,"26-39","Female","Motorcyclist",257
2018,"26-39","Female","Other or unknown",45
2018,"26-39","Female","Pedal cyclist",399
2018,"26-39","Female","Pedestrian",211
2018,"26-39","Female","Pick-up truck or van occupant",7
2018,"26-39","Male","Bus occupant",12
2018,"26-39","Male","Car driver",1896
2018,"26-39","Male","Car passenger",386
2018,"26-39","Male","Car unknown position",129
2018,"26-39","Male","Heavy transport driver",100
2018,"26-39","Male","Heavy transport passenger",12
2018,"26-39","Male","Heavy transport unknown position",7
2018,"26-39","Male","Motorcyclist",2279
2018,"26-39","Male","Other or unknown",96
2018,"26-39","Male","Pedal cyclist",1142
2018,"26-39","Male","Pedestrian",289
2018,"26-39","Male","Pick-up truck or van occupant",64
2018,"40-64","Female","Bus occupant",34
2018,"40-64","Female","Car driver",2078
2018,"40-64","Female","Car passenger",666
2018,"40-64","Female","Car unknown position",139
2018,"40-64","Female","Heavy transport driver",3
2018,"40-64","Female","Heavy transport passenger",4
2018,"40-64","Female","Heavy transport unknown position",2
2018,"40-64","Female","Motorcyclist",366
2018,"40-64","Female","Other or unknown",83
2018,"40-64","Female","Pedal cyclist",637
2018,"40-64","Female","Pedestrian",331
2018,"40-64","Female","Pick-up truck or van occupant",19
2018,"40-64","Male","Bus occupant",23
2018,"40-64","Male","Car driver",2107
2018,"40-64","Male","Car passenger",312
2018,"40-64","Male","Car unknown position",148
2018,"40-64","Male","Heavy transport driver",248
2018,"40-64","Male","Heavy transport passenger",22
2018,"40-64","Male","Heavy transport unknown position",25
2018,"40-64","Male","Motorcyclist",2880
2018,"40-64","Male","Other or unknown",135
2018,"40-64","Male","Pedal cyclist",2234
2018,"40-64","Male","Pedestrian",396
2018,"40-64","Male","Pick-up truck or van occupant",80
2018,"40-64","intersex or indeterminate or missing","Pedal cyclist",1
2018,"65-74","Female","Bus occupant",22
2018,"65-74","Female","Car driver",616
2018,"65-74","Female","Car passenger",301
2018,"65-74","Female","Car unknown position",25
2018,"65-74","Female","Heavy transport passenger",0
2018,"65-74","Female","Heavy transport unknown position",1
2018,"65-74","Female","Motorcyclist",25
2018,"65-74","Female","Other or unknown",21
2018,"65-74","Female","Pedal cyclist",101
2018,"65-74","Female","Pedestrian",140
2018,"65-74","Female","Pick-up truck or van occupant",6
2018,"65-74","Male","Bus occupant",23
2018,"65-74","Male","Car driver",556
2018,"65-74","Male","Car passenger",89
2018,"65-74","Male","Car unknown position",25
2018,"65-74","Male","Heavy transport driver",25
2018,"65-74","Male","Heavy transport passenger",2
2018,"65-74","Male","Heavy transport unknown position",2
2018,"65-74","Male","Motorcyclist",327
2018,"65-74","Male","Other or unknown",27
2018,"65-74","Male","Pedal cyclist",409
2018,"65-74","Male","Pedestrian",125
2018,"65-74","Male","Pick-up truck or van occupant",8
2018,"75+","Female","Bus occupant",54
2018,"75+","Female","Car driver",584
2018,"75+","Female","Car passenger",385
2018,"75+","Female","Car unknown position",43
2018,"75+","Female","Heavy transport passenger",2
2018,"75+","Female","Motorcyclist",4
2018,"75+","Female","Other or unknown",27
2018,"75+","Female","Pedal cyclist",26
2018,"75+","Female","Pedestrian",173
2018,"75+","Female","Pick-up truck or van occupant",3
2018,"75+","Male","Bus occupant",20
2018,"75+","Male","Car driver",648
2018,"75+","Male","Car passenger",106
2018,"75+","Male","Car unknown position",30
2018,"75+","Male","Heavy transport driver",7
2018,"75+","Male","Heavy transport passenger",1
2018,"75+","Male","Heavy transport unknown position",1
2018,"75+","Male","Motorcyclist",82
2018,"75+","Male","Other or unknown",22
2018,"75+","Male","Pedal cyclist",169
2018,"75+","Male","Pedestrian",154
2018,"75+","Male","Pick-up truck or van occupant",9
2018,"8-16","Female","Bus occupant",4
2018,"8-16","Female","Car driver",27
2018,"8-16","Female","Car passenger",351
2018,"8-16","Female","Car unknown position",16
2018,"8-16","Female","Motorcyclist",51
2018,"8-16","Female","Other or unknown",11
2018,"8-16","Female","Pedal cyclist",144
2018,"8-16","Female","Pedestrian",117
2018,"8-16","Female","Pick-up truck or van occupant",3
2018,"8-16","Male","Bus occupant",8
2018,"8-16","Male","Car driver",33
2018,"8-16","Male","Car passenger",329
2018,"8-16","Male","Car unknown position",10
2018,"8-16","Male","Heavy transport passenger",6
2018,"8-16","Male","Motorcyclist",326
2018,"8-16","Male","Other or unknown",14
2018,"8-16","Male","Pedal cyclist",801
2018,"8-16","Male","Pedestrian",169
2018,"8-16","Male","Pick-up truck or van occupant",2
2019,"0-7","Female","Bus occupant",1
2019,"0-7","Female","Car driver",3
2019,"0-7","Female","Car passenger",151
2019,"0-7","Female","Car unknown position",3
2019,"0-7","Female","Motorcyclist",8
2019,"0-7","Female","Other or unknown",3
2019,"0-7","Female","Pedal cyclist",70
2019,"0-7","Female","Pedestrian",43
2019,"0-7","Male","Bus occupant",2
2019,"0-7","Male","Car driver",2
2019,"0-7","Male","Car passenger",165
2019,"0-7","Male","Car unknown position",2
2019,"0-7","Male","Motorcyclist",26
2019,"0-7","Male","Other or unknown",9
2019,"0-7","Male","Pedal cyclist",133
2019,"0-7","Male","Pedestrian",80
2019,"0-7","Male","Pick-up truck or van occupant",3
2019,"17-25","Female","Bus occupant",13
2019,"17-25","Female","Car driver",1480
2019,"17-25","Female","Car passenger",707
2019,"17-25","Female","Car unknown position",84
2019,"17-25","Female","Heavy transport driver",4
2019,"17-25","Female","Heavy transport passenger",2
2019,"17-25","Female","Heavy transport unknown position",1
2019,"17-25","Female","Motorcyclist",209
2019,"17-25","Female","Other or unknown",43
2019,"17-25","Female","Pedal cyclist",141
2019,"17-25","Female","Pedestrian",162
2019,"17-25","Female","Pick-up truck or van occupant",11
2019,"17-25","Male","Bus occupant",8
2019,"17-25","Male","Car driver",1583
2019,"17-25","Male","Car passenger",587
2019,"17-25","Male","Car unknown position",93
2019,"17-25","Male","Heavy transport driver",24
2019,"17-25","Male","Heavy transport passenger",11
2019,"17-25","Male","Heavy transport unknown position",3
2019,"17-25","Male","Motorcyclist",1949
2019,"17-25","Male","Other or unknown",84
2019,"17-25","Male","Pedal cyclist",590
2019,"17-25","Male","Pedestrian",266
2019,"17-25","Male","Pick-up truck or van occupant",47
2019,"26-39","Female","Bus occupant",14
2019,"26-39","Female","Car driver",1776
2019,"26-39","Female","Car passenger",542
2019,"26-39","Female","Car unknown position",121
2019,"26-39","Female","Heavy transport driver",3
2019,"26-39","Female","Heavy transport passenger",4
2019,"26-39","Female","Heavy transport unknown position",2
2019,"26-39","Female","Motorcyclist",271
2019,"26-39","Female","Other or unknown",59
2019,"26-39","Female","Pedal cyclist",382
2019,"26-39","Female","Pedestrian",204
2019,"26-39","Female","Pick-up truck or van occupant",10
2019,"26-39","Male","Bus occupant",19
2019,"26-39","Male","Car driver",1712
2019,"26-39","Male","Car passenger",382
2019,"26-39","Male","Car unknown position",122
2019,"26-39","Male","Heavy transport driver",105
2019,"26-39","Male","Heavy transport passenger",9
2019,"26-39","Male","Heavy transport unknown position",10
2019,"26-39","Male","Motorcyclist",2205
2019,"26-39","Male","Other or unknown",94
2019,"26-39","Male","Pedal cyclist",1207
2019,"26-39","Male","Pedestrian",327
2019,"26-39","Male","Pick-up truck or van occupant",61
2019,"40-64","Female","Bus occupant",53
2019,"40-64","Female","Car driver",2244
2019,"40-64","Female","Car passenger",697
2019,"40-64","Female","Car unknown position",117
2019,"40-64","Female","Heavy transport driver",9
2019,"40-64","Female","Heavy transport passenger",3
2019,"40-64","Female","Heavy transport unknown position",4
2019,"40-64","Female","Motorcyclist",391
2019,"40-64","Female","Other or unknown",74
2019,"40-64","Female","Pedal cyclist",611
2019,"40-64","Female","Pedestrian",330
2019,"40-64","Female","Pick-up truck or van occupant",20
2019,"40-64","Male","Bus occupant",29
2019,"40-64","Male","Car driver",2053
2019,"40-64","Male","Car passenger",282
2019,"40-64","Male","Car unknown position",119
2019,"40-64","Male","Heavy transport driver",252
2019,"40-64","Male","Heavy transport passenger",10
2019,"40-64","Male","Heavy transport unknown position",23
2019,"40-64","Male","Motorcyclist",2887
2019,"40-64","Male","Other or unknown",115
2019,"40-64","Male","Pedal cyclist",2384
2019,"40-64","Male","Pedestrian",384
2019,"40-64","Male","Pick-up truck or van occupant",77
2019,"40-64","intersex or indeterminate or missing","Bus occupant",1
2019,"40-64","intersex or indeterminate or missing","Car driver",1
2019,"65-74","Female","Bus occupant",29
2019,"65-74","Female","Car driver",652
2019,"65-74","Female","Car passenger",304
2019,"65-74","Female","Car unknown position",32
2019,"65-74","Female","Heavy transport driver",2
2019,"65-74","Female","Heavy transport passenger",2
2019,"65-74","Female","Motorcyclist",32
2019,"65-74","Female","Other or unknown",18
2019,"65-74","Female","Pedal cyclist",128
2019,"65-74","Female","Pedestrian",167
2019,"65-74","Female","Pick-up truck or van occupant",3
2019,"65-74","Male","Bus occupant",21
2019,"65-74","Male","Car driver",574
2019,"65-74","Male","Car passenger",87
2019,"65-74","Male","Car unknown position",31
